id,pop_resi,pop_work,total_pop,poi_total,price_sq_m,built_year,built_year_cat,WS_mean,poi_transit,poi_sport,poi_service,poi_education,poi_commerce,poi_tourism,poi_food,v_pop,v_resi,v_activity,v_business_density,v_business_mix,v_business_completeness,v_business_diversity,v_business,v_education,v_culture,v_recreation,v_healthcare,v_grocery,v_facility,v_street_quality,v_park,v_park_resi,v_quality
3396.000000 ,2572.890150 ,2704.012813 ,5276.902963 ,15.000000 ,0.000000 ,0.000000 ,0.000000 ,79.216014 ,5.000000 ,0.000000 ,0.000000 ,1.000000 ,1.000000 ,0.000000 ,6.000000 ,0.316651 ,0.524702 ,0.016396 ,0.035326 ,0.903583 ,0.666667 ,0.602388 ,0.318857 ,0.883011 ,0.864966 ,0.801868 ,0.881921 ,0.877968 ,0.861947 ,0.805235 ,0.000000 ,0.000000 ,0.402618 
3397.000000 ,2254.149083 ,3395.191030 ,5649.340113 ,4.000000 ,0.000000 ,0.000000 ,0.000000 ,81.450489 ,1.000000 ,0.000000 ,0.000000 ,1.000000 ,0.000000 ,0.000000 ,1.000000 ,0.340144 ,0.399031 ,0.012862 ,0.008152 ,1.000000 ,0.500000 ,0.500000 ,0.254076 ,0.931114 ,0.873193 ,0.783025 ,0.891754 ,0.900649 ,0.875947 ,0.827949 ,0.000000 ,0.000000 ,0.413974 
3398.000000 ,2103.228400 ,3022.575583 ,5125.803983 ,2.000000 ,56767.000000 ,2004.000000 ,>2003,78.164850 ,1.000000 ,0.000000 ,0.000000 ,1.000000 ,0.000000 ,0.000000 ,0.000000 ,0.307119 ,0.415081 ,0.013007 ,0.005435 ,1.000000 ,0.333333 ,0.333333 ,0.169384 ,0.890875 ,0.858566 ,0.770031 ,0.860565 ,0.921501 ,0.860308 ,0.794550 ,0.000000 ,0.000000 ,0.397275 
3399.000000 ,1985.637943 ,2743.254427 ,4728.892370 ,4.000000 ,0.000000 ,0.000000 ,0.000000 ,75.751438 ,3.000000 ,0.000000 ,0.000000 ,1.000000 ,0.000000 ,0.000000 ,0.000000 ,0.282083 ,0.428665 ,0.022494 ,0.010870 ,0.905639 ,0.333333 ,0.301880 ,0.156375 ,0.836521 ,0.832446 ,0.797605 ,0.828386 ,0.904219 ,0.839835 ,0.770018 ,0.000000 ,0.000000 ,0.385009 
3400.000000 ,2322.635654 ,3011.111467 ,5333.747121 ,8.000000 ,0.000000 ,0.000000 ,0.000000 ,67.383340 ,4.000000 ,0.000000 ,0.000000 ,2.000000 ,0.000000 ,0.000000 ,1.000000 ,0.320236 ,0.450752 ,0.020856 ,0.019022 ,0.934958 ,0.500000 ,0.467479 ,0.243250 ,0.817728 ,0.803433 ,0.825104 ,0.873754 ,0.845237 ,0.833051 ,0.684956 ,0.000000 ,0.000000 ,0.342478 
3401.000000 ,2626.855310 ,3136.324603 ,5763.179913 ,3.000000 ,0.000000 ,0.000000 ,0.000000 ,73.652247 ,0.000000 ,0.000000 ,0.000000 ,2.000000 ,0.000000 ,0.000000 ,0.000000 ,0.347325 ,0.479613 ,0.014363 ,0.005435 ,0.500000 ,0.166667 ,0.083333 ,0.044384 ,0.795987 ,0.773115 ,0.846303 ,0.883158 ,0.903082 ,0.840329 ,0.748679 ,0.000000 ,0.000000 ,0.374340 
3402.000000 ,3125.191713 ,3596.668473 ,6721.860187 ,39.000000 ,0.000000 ,0.000000 ,0.000000 ,74.183905 ,3.000000 ,0.000000 ,0.000000 ,0.000000 ,10.000000 ,0.000000 ,17.000000 ,0.407797 ,0.492568 ,0.018889 ,0.081522 ,0.917946 ,0.500000 ,0.458973 ,0.270247 ,0.844922 ,0.753097 ,0.852509 ,0.972187 ,0.907731 ,0.866089 ,0.754084 ,0.000000 ,0.000000 ,0.377042 
3403.000000 ,3091.376404 ,3107.734829 ,6199.111232 ,65.000000 ,78298.666670 ,2000.000000 ,<2000,79.047800 ,25.000000 ,0.000000 ,0.000000 ,0.000000 ,4.000000 ,0.000000 ,30.000000 ,0.374823 ,0.540459 ,0.018367 ,0.160326 ,0.905147 ,0.500000 ,0.452573 ,0.306450 ,0.856481 ,0.758411 ,0.856954 ,0.906496 ,0.898550 ,0.855378 ,0.803525 ,0.000000 ,0.000000 ,0.401763 
3404.000000 ,3040.468897 ,3209.003031 ,6249.471929 ,13.000000 ,95873.333330 ,2000.000000 ,<2000,85.569531 ,5.000000 ,0.000000 ,0.000000 ,0.000000 ,3.000000 ,0.000000 ,1.000000 ,0.377999 ,0.523198 ,0.019838 ,0.024457 ,0.926396 ,0.500000 ,0.463198 ,0.243827 ,0.862743 ,0.767473 ,0.860791 ,0.892344 ,0.918800 ,0.860430 ,0.869819 ,0.110313 ,0.057715 ,0.463767 
3405.000000 ,2825.225018 ,3810.378958 ,6635.603976 ,53.000000 ,79036.000000 ,1986.000000 ,<2000,86.525424 ,12.000000 ,0.000000 ,0.000000 ,2.000000 ,5.000000 ,0.000000 ,29.000000 ,0.402356 ,0.436998 ,0.031214 ,0.130435 ,0.867539 ,0.666667 ,0.578360 ,0.354397 ,0.863303 ,0.775466 ,0.857228 ,0.942711 ,0.897779 ,0.867297 ,0.879536 ,0.004983 ,0.002178 ,0.440857 
